SERIE,GENERO,RANGO_EDAD,RANGO_SALARIAL,CATEGORIA,SEGMENTO_GRUPO_FAMILIAR,SEGMENTO_POBLACIONAL,PIRAMIDE_NUEVA,EMPRESA_FOCO,CIUDAD_AFILIADO,HOTELES,PISCILAGO,DROGUERIA,AGENCIAS,VIVIENDA
82753,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
82803,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
82853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
82903,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
82953,M,20 a 35 años,Entre 6 y 8 SMLV,ZETA,IOTA,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
83003,M,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
83053,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
83103,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,SI,NO,NO
83153,F,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
83203,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
83253,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
83303,M,20 a 35 años,Entre 3 y 4 SMLV,PI,RHO,PI,XI,EMP_000001,,NO,NO,SI,NO,NO
83353,M,36 a 45 años,Entre 1 y 1.5 SMLV,PI,EPSILON,TAU,LAMBDA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
83403,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,SOACHA,NO,NO,SI,NO,NO
83453,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
83503,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
83553,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
83603,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
83653,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
83703,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
83753,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,CHIA,NO,NO,SI,NO,NO
83803,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
83853,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
83903,M,36 a 45 años,Entre 1 y 1.5 SMLV,PI,EPSILON,TAU,LAMBDA,EMP_000001,,NO,NO,SI,NO,NO
83953,M,20 a 35 años,Entre 1.5 y 2 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,MADRID,NO,NO,SI,NO,NO
84003,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
84053,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,SOACHA,NO,NO,SI,NO,NO
84103,F,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
84153,F,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
84203,M,36 a 45 años,Entre 2.5 y 3 SMLV,PI,EPSILON,PI,DELTA,EMP_000001,,NO,NO,SI,NO,NO
84253,F,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
84303,F,20 a 35 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,TAU,LAMBDA,EMP_000001,,NO,NO,SI,NO,NO
84353,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,CHIA,NO,NO,SI,NO,NO
84403,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
84453,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
84503,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
84553,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
84603,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
84653,F,20 a 35 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,ETA,LAMBDA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
84703,F,36 a 45 años,Entre 6 y 8 SMLV,ZETA,EPSILON,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
84753,M,36 a 45 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000001,,NO,NO,SI,NO,NO
84803,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
84853,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
84903,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
84953,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,CHI,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
85003,M,20 a 35 años,Entre 3 y 4 SMLV,ZETA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
85053,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
85103,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
85153,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,RHO,PI,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
85203,F,36 a 45 años,Entre 2.5 y 3 SMLV,PI,EPSILON,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
85253,F,36 a 45 años,Entre 2.5 y 3 SMLV,PI,EPSILON,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
85303,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
85353,F,36 a 45 años,Entre 2.5 y 3 SMLV,PI,RHO,PI,XI,EMP_000002,,NO,NO,SI,NO,NO
85403,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
85453,F,20 a 35 años,Entre 1.5 y 2 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
85503,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
85553,F,36 a 45 años,Menor al SMLV,SIGMA,RHO,TAU,OMEGA,EMP_000001,,NO,NO,SI,NO,NO
85603,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,ETA,EMP_000001,MADRID,NO,NO,SI,NO,NO
85653,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,RHO,PI,XI,EMP_000002,,NO,NO,SI,NO,NO
85703,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
85753,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,OMEGA,EMP_000001,,NO,NO,SI,NO,NO
85803,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
85853,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
85903,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
85953,F,36 a 45 años,Menor al SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
86003,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
86053,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,IOTA,PI,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
86103,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
86153,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
86203,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
86253,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,PSI,EMP_000001,,NO,NO,SI,NO,NO
86303,M,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
86353,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
86403,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
86453,F,36 a 45 años,Entre 3 y 4 SMLV,PI,CHI,PI,DELTA,EMP_000001,,NO,NO,SI,NO,NO
86503,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000001,,NO,NO,SI,NO,NO
86553,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
86603,M,36 a 45 años,Entre 10 y 20 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
86653,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
86703,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
86753,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
86803,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
86853,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000001,,NO,NO,SI,NO,NO
86903,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
86953,F,36 a 45 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
87003,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
87053,M,36 a 45 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
87103,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
87153,F,36 a 45 años,Entre 3 y 4 SMLV,PI,RHO,PI,XI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
87203,F,36 a 45 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,PI,XI,EMP_000002,,NO,NO,SI,NO,NO
87253,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
87303,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
87353,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
87403,M,36 a 45 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
87453,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,SI,NO,NO
87503,F,36 a 45 años,Entre 3 y 4 SMLV,PI,RHO,PI,DELTA,EMP_000001,,NO,NO,SI,NO,NO
87553,F,20 a 35 años,Entre 3 y 4 SMLV,ZETA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
87603,M,36 a 45 años,Entre 10 y 20 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
87653,M,36 a 45 años,Entre 2.5 y 3 SMLV,PI,IOTA,PI,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
87703,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
87753,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,XI,EMP_000001,,NO,NO,SI,NO,NO
87803,M,20 a 35 años,Entre 3 y 4 SMLV,ZETA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
87853,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
87903,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
87953,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,SOACHA,NO,NO,SI,NO,NO
88003,F,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
88053,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
88103,F,36 a 45 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
88153,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,OMEGA,EMP_000001,,NO,NO,SI,NO,NO
88203,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
88253,M,Menor de 19 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
88303,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
88353,F,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
88403,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
88453,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,GIRARDOT,NO,NO,NO,NO,NO
88503,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
88553,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
88603,M,Mayor de 55 años,Entre 1.5 y 2 SMLV,SIGMA,EPSILON,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
88653,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
88703,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,NO,NO,NO
88753,M,36 a 45 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
88803,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
88853,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
88903,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
88953,M,Mayor de 55 años,Entre 10 y 20 SMLV,SIGMA,LAMBDA,PI,KAPPA,EMP_000001,,NO,NO,NO,NO,NO
89003,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
89053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
89103,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,EPSILON,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
89153,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
89203,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
89253,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
89303,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
89353,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
89403,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
89453,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
89503,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,CHIA,NO,NO,NO,NO,NO
89553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
89603,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000001,,NO,NO,NO,NO,NO
89653,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,PI,IOTA,TAU,LAMBDA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
89703,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
89753,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
89803,M,36 a 45 años,Entre 1.5 y 2 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
89853,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
89903,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,PI,ETA,EMP_000001,MOSQUERA,NO,NO,NO,NO,NO
89953,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
90003,M,46 a 55 años,Entre 10 y 20 SMLV,ZETA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
90053,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
90103,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
90153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
90203,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,OMEGA,EMP_000001,SOPO,NO,NO,NO,NO,NO
90253,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,PSI,EMP_000001,,NO,NO,NO,NO,NO
90303,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
90353,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
90403,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
90453,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
90503,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
90553,M,Mayor de 55 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
90603,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
90653,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
90703,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
90753,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
90803,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
90853,M,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
90903,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,VILLA DE SAN DIEGO DE UBATE,NO,NO,NO,NO,NO
90953,F,Mayor de 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
91003,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
91053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
91103,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
91153,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
91203,F,46 a 55 años,Entre 2.5 y 3 SMLV,PI,RHO,PI,DELTA,EMP_000001,,NO,NO,NO,NO,NO
91253,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
91303,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
91353,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
91403,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
91453,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,GIRARDOT,NO,NO,NO,NO,NO
91503,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
91553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
91603,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
91653,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
91703,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
91753,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
91803,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
91853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,NO,NO,NO
